"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"8:46:26.3686265 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates\CDD4EEAE6000AC7F40C3802C171E30148030C072","SUCCESS",""
"8:46:26.3686832 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\Certificates","SUCCESS",""
"8:46:26.3687062 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3687304 AM","ExploitBuilder.bat.exe","3688","RegCreateKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\CRLs","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"8:46:26.3687776 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"8:46:26.3687972 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"8:46:26.3688195 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\CRLs","SUCCESS",""
"8:46:26.3688395 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3688625 AM","ExploitBuilder.bat.exe","3688","RegCreateKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\CTLs","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"8:46:26.3688655 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\42c76d65cf43b945b4d51f5ea3bd4154\System.Numerics.ni.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.3689029 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"8:46:26.3689097 AM","ExploitBuilder.bat.exe","3688","QueryBasicInformationFile","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\42c76d65cf43b945b4d51f5ea3bd4154\System.Numerics.ni.dll","SUCCESS","CreationTime: 3/25/2017 11:22:06 PM, LastAccessTime: 3/25/2017 11:22:06 PM, LastWriteTime: 3/25/2017 11:22:06 PM, ChangeTime: 3/25/2017 11:22:06 PM, FileAttributes: A"
"8:46:26.3689218 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"8:46:26.3689414 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\42c76d65cf43b945b4d51f5ea3bd4154\System.Numerics.ni.dll","SUCCESS",""
"8:46:26.3689448 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT\CTLs","SUCCESS",""
"8:46:26.3689667 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\ROOT","SUCCESS",""
"8:46:26.3690019 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3690234 AM","ExploitBuilder.bat.exe","3688","RegCreateKey","HKLM\Software\Microsoft\SystemCertificates\AuthRoot","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"8:46:26.3690842 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3691019 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\42c76d65cf43b945b4d51f5ea3bd4154\System.Numerics.ni.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.3691068 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot","SUCCESS","Desired Access: Read"
"8:46:26.3691314 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3691521 AM","ExploitBuilder.bat.exe","3688","RegCreateKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"8:46:26.3691755 AM","ExploitBuilder.bat.exe","3688","CreateFileMapping","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\42c76d65cf43b945b4d51f5ea3bd4154\System.Numerics.ni.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"8:46:26.3691929 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Query: Cached, SubKeys: 13, Values: 0"
"8:46:26.3692129 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Query: Cached, SubKeys: 13, Values: 0"
"8:46:26.3692307 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Index: 0, Name: 0563B8630D62D75ABBC8AB1E4BDFB5A899B24D43"
"8:46:26.3692514 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3692884 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\0563B8630D62D75ABBC8AB1E4BDFB5A899B24D43","SUCCESS","Desired Access: Read"
"8:46:26.3693066 AM","ExploitBuilder.bat.exe","3688","CreateFileMapping","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\42c76d65cf43b945b4d51f5ea3bd4154\System.Numerics.ni.dll","SUCCESS","SyncType: SyncTypeOther"
"8:46:26.3693152 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\0563B8630D62D75ABBC8AB1E4BDFB5A899B24D43\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3693383 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\0563B8630D62D75ABBC8AB1E4BDFB5A899B24D43\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3693556 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\0563B8630D62D75ABBC8AB1E4BDFB5A899B24D43\Blob","SUCCESS","Type: REG_BINARY, Length: 1,377, Data: 09 00 00 00 01 00 00 00 34 00 00 00 30 32 06 08"
"8:46:26.3693791 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\0563B8630D62D75ABBC8AB1E4BDFB5A899B24D43","SUCCESS",""
"8:46:26.3694368 AM","ExploitBuilder.bat.exe","3688","Load Image","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\42c76d65cf43b945b4d51f5ea3bd4154\System.Numerics.ni.dll","SUCCESS","Image Base: 0x7ff9f2290000, Image Size: 0x50000"
"8:46:26.3694636 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Index: 1, Name: 4EB6D578499B1CCF5F581EAD56BE3D9B6744A5E5"
"8:46:26.3694972 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3695097 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics\42c76d65cf43b945b4d51f5ea3bd4154\System.Numerics.ni.dll","SUCCESS",""
"8:46:26.3695203 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\4EB6D578499B1CCF5F581EAD56BE3D9B6744A5E5","SUCCESS","Desired Access: Read"
"8:46:26.3695478 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\4EB6D578499B1CCF5F581EAD56BE3D9B6744A5E5\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3695716 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\4EB6D578499B1CCF5F581EAD56BE3D9B6744A5E5\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3695981 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\4EB6D578499B1CCF5F581EAD56BE3D9B6744A5E5\Blob","SUCCESS","Type: REG_BINARY, Length: 1,760, Data: 7E 00 00 00 01 00 00 00 08 00 00 00 00 C0 03 2F"
"8:46:26.3696222 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\4EB6D578499B1CCF5F581EAD56BE3D9B6744A5E5","SUCCESS",""
"8:46:26.3696683 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Index: 2, Name: 5FB7EE0633E259DBAD0C4C9AE6D38F1A61C7DC25"
"8:46:26.3696906 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3697136 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\5FB7EE0633E259DBAD0C4C9AE6D38F1A61C7DC25","SUCCESS","Desired Access: Read"
"8:46:26.3697196 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Windows\assembly\NativeImages_v4.0.30319_64\System.Numerics","SUCCESS",""
"8:46:26.3699530 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\5FB7EE0633E259DBAD0C4C9AE6D38F1A61C7DC25\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3699866 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\5FB7EE0633E259DBAD0C4C9AE6D38F1A61C7DC25\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3700070 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\5FB7EE0633E259DBAD0C4C9AE6D38F1A61C7DC25\Blob","SUCCESS","Type: REG_BINARY, Length: 1,391, Data: 04 00 00 00 01 00 00 00 10 00 00 00 D4 74 DE 57"
"8:46:26.3700319 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\5FB7EE0633E259DBAD0C4C9AE6D38F1A61C7DC25","SUCCESS",""
"8:46:26.3700934 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Index: 3, Name: 742C3192E607E424EB4549542BE1BBC53E6174E2"
"8:46:26.3701293 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3701539 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\742C3192E607E424EB4549542BE1BBC53E6174E2","SUCCESS","Desired Access: Read"
"8:46:26.3701818 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\742C3192E607E424EB4549542BE1BBC53E6174E2\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3702014 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\742C3192E607E424EB4549542BE1BBC53E6174E2\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3702192 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\742C3192E607E424EB4549542BE1BBC53E6174E2\Blob","SUCCESS","Type: REG_BINARY, Length: 1,074, Data: 68 00 00 00 01 00 00 00 08 00 00 00 00 00 3D B6"
"8:46:26.3702501 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\742C3192E607E424EB4549542BE1BBC53E6174E2","SUCCESS",""
"8:46:26.3703026 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Index: 4, Name: A8985D3A65E5E5C4B2D7D66D40C6DD2FB19C5436"
"8:46:26.3703234 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3703460 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\A8985D3A65E5E5C4B2D7D66D40C6DD2FB19C5436","SUCCESS","Desired Access: Read"
"8:46:26.3703695 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\A8985D3A65E5E5C4B2D7D66D40C6DD2FB19C5436\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3703891 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\A8985D3A65E5E5C4B2D7D66D40C6DD2FB19C5436\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3704080 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\A8985D3A65E5E5C4B2D7D66D40C6DD2FB19C5436\Blob","SUCCESS","Type: REG_BINARY, Length: 1,413, Data: 7E 00 00 00 01 00 00 00 08 00 00 00 00 80 C8 2B"
"8:46:26.3704476 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\A8985D3A65E5E5C4B2D7D66D40C6DD2FB19C5436","SUCCESS",""
"8:46:26.3705564 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Index: 5, Name: AD7E1C28B064EF8F6003402014C3D0E3370EB58A"
"8:46:26.3705918 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3706224 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\AD7E1C28B064EF8F6003402014C3D0E3370EB58A","SUCCESS","Desired Access: Read"
"8:46:26.3706530 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\AD7E1C28B064EF8F6003402014C3D0E3370EB58A\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3706813 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\AD7E1C28B064EF8F6003402014C3D0E3370EB58A\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3706991 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\AD7E1C28B064EF8F6003402014C3D0E3370EB58A\Blob","SUCCESS","Type: REG_BINARY, Length: 1,529, Data: 5C 00 00 00 01 00 00 00 04 00 00 00 00 08 00 00"
"8:46:26.3707221 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\AD7E1C28B064EF8F6003402014C3D0E3370EB58A","SUCCESS",""
"8:46:26.3708003 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Index: 6, Name: B1BC968BD4F49D622AA89A81F2150152A41D829C"
"8:46:26.3708263 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3708516 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\B1BC968BD4F49D622AA89A81F2150152A41D829C","SUCCESS","Desired Access: Read"
"8:46:26.3708909 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\B1BC968BD4F49D622AA89A81F2150152A41D829C\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3709177 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\B1BC968BD4F49D622AA89A81F2150152A41D829C\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3709373 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\B1BC968BD4F49D622AA89A81F2150152A41D829C\Blob","SUCCESS","Type: REG_BINARY, Length: 1,461, Data: 5C 00 00 00 01 00 00 00 04 00 00 00 00 08 00 00"
"8:46:26.3709607 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\B1BC968BD4F49D622AA89A81F2150152A41D829C","SUCCESS",""
"8:46:26.3710351 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Index: 7, Name: CABD2A79A1076A31F21D253635CB039D4329A5E8"
"8:46:26.3710570 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3710782 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\CABD2A79A1076A31F21D253635CB039D4329A5E8","SUCCESS","Desired Access: Read"
"8:46:26.3711008 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\CABD2A79A1076A31F21D253635CB039D4329A5E8\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3711378 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\CABD2A79A1076A31F21D253635CB039D4329A5E8\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3711567 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\CABD2A79A1076A31F21D253635CB039D4329A5E8\Blob","SUCCESS","Type: REG_BINARY, Length: 1,683, Data: 19 00 00 00 01 00 00 00 10 00 00 00 2F E1 F7 0B"
"8:46:26.3711956 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\CABD2A79A1076A31F21D253635CB039D4329A5E8","SUCCESS",""
"8:46:26.3712507 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Index: 8, Name: D1EB23A46D17D68FD92564C2F1F1601764D8E349"
"8:46:26.3712817 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3713028 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\D1EB23A46D17D68FD92564C2F1F1601764D8E349","SUCCESS","Desired Access: Read"
"8:46:26.3713259 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\D1EB23A46D17D68FD92564C2F1F1601764D8E349\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3713549 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\D1EB23A46D17D68FD92564C2F1F1601764D8E349\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3713836 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\D1EB23A46D17D68FD92564C2F1F1601764D8E349\Blob","SUCCESS","Type: REG_BINARY, Length: 1,545, Data: 5C 00 00 00 01 00 00 00 04 00 00 00 00 08 00 00"
"8:46:26.3714070 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\D1EB23A46D17D68FD92564C2F1F1601764D8E349","SUCCESS",""
"8:46:26.3714610 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Index: 9, Name: D4DE20D05E66FC53FE1A50882C78DB2852CAE474"
"8:46:26.3714822 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3715048 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\D4DE20D05E66FC53FE1A50882C78DB2852CAE474","SUCCESS","Desired Access: Read"
"8:46:26.3715339 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\D4DE20D05E66FC53FE1A50882C78DB2852CAE474\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3715532 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\D4DE20D05E66FC53FE1A50882C78DB2852CAE474\Blob","BUFFER OVERFLOW","Length: 144"
"8:46:26.3715717 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\D4DE20D05E66FC53FE1A50882C78DB2852CAE474\Blob","SUCCESS","Type: REG_BINARY, Length: 1,460, Data: 7E 00 00 00 01 00 00 00 08 00 00 00 00 C0 01 B3"
"8:46:26.3715951 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\D4DE20D05E66FC53FE1A50882C78DB2852CAE474","SUCCESS",""
"8:46:26.3716370 AM","ExploitBuilder.bat.exe","3688","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Index: 10, Name: D69B561148F01C77C54578C10926DF5B856976AD"
"8:46:26.3716585 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.3716797 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\D69B561148F01C77C54578C10926DF5B856976AD","SUCCESS","Desired Access: Read"
"8:46:26.3717140 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\AuthRoot\Certificates\D69B561148F01C77C54578C10926DF5B856976AD\Blob","BUFFER OVERFLOW","Length: 144"
